output_id,output
292dd178_0,|444444444444444|444444441111444|412114441444444|412214441441422|412214441111444|411114444444444|444444411114444|444444412414444|444444414414444|444444414114444|444444444444444| |424444444444444|444444441111444|412114441444444|412214221441444|412214221111444|411114444444444|444444411114444|444444412414444|444444414414444|444444414114444|444444444444444| |424444444444444|444444444444444|412114444444444|412214224141144|412214224144141|411114444144141|444444414111141|424444412414224|444444414414444|444444414114444|444444444444444|
0becf7df_0,|8900000000|2400088000|0009998000|0009998000|0009240000|0004420000|0004220000|0004220000|0000020000|0000000000| |8900000000|2400088000|0009988000|0004999000|0004940000|0004420000|0004220000|0002220000|0000020000|0000000000| |9900000000|2400088000|0004998000|0004998000|0002240000|0002440000|0002990000|0008240000|0000040000|0000000000|
34b99a2b_0,|2200|2000|2220|0200|2002| |2202|2002|2222|0222|2002| |2200|2000|2220|0200|2222|
3f23242b_0,|0000000000000000000|0000000000000000000|0055555000000000000|0020502000000000000|0020302000000000000|0020002000000000000|2288888222222222000|0000000000000000000|0000000000555550000|0000000000205020000|0000000000203020000|0000000000200020000|2222222222888882000|0000000000000000000|0000000000000000000|0000000000000000000|0000000000000000000| |0000000000000000000|0505000202020200000|0225202000005555500|0203020000000000000|0222222000000000000|0808080000000000000|2222222200000000002|0000000002020000000|0555550005500000000|0205020002050000000|0203020002000000000|0200020002000000000|2888882222200000000|0000000000000000000|0020202000002220200|0502020005050202020|0000000000000000000| |0000000000000000000|0000002222222000000|0000002002055555500|0000002000000000000|0000002000000000000|0000002000000000000|0000002200000000002|0000000002220000000|0000000005555500055|0000000002050200020|0203020002000000000|0200020002000000000|2888882222200000008|0020202000000000000|0020202000000200000|0522222005555222225|0000000000000000000|
00dbd492_0,|00000000000222220000|02222222220288820000|02888888820282820000|02888888820288820000|02888888820222220000|02888288820000000000|02888888820000000000|02888888820002222200|02888888820002888200|02222222220002828200|00000000000002888200|00000000000002222200|00000222222200000000|00000288888200000000|00000288888200000000|00000288288200000000|00000288888200000000|00000288888200000000|00000222222200000000|00000000000000000000| |00000000000222220000|02222222220244420000|02244444420242420000|02244444420244420000|02244444420222220000|02244222420000000000|02244444420000000000|02244444420002222200|02244444420002444200|02222222220002424200|00000000000002444200|00000000000002222200|00000222222200000000|00000244444200000000|00000244444200000000|00000244244200000000|00000244444200000000|00000244422200000000|00000222222200000000|00000000000000000000| |00000000000222220000|02222222220288220000|02333333320242420000|02333333320288420000|02333333320222220000|02333233320000000000|02333333320000000000|02333333320002222200|02333333320002333200|02222222220002323200|00000000000002333200|00000000000002222200|00000222222200000000|00000233333200000000|00000233333200000000|00000233233200000000|00000233333200000000|00000233333200000000|00000222222200000000|00000000000000000000|
3d31c5b3_0,|505425|250285|555422| |585425|850885|555422| |505425|250825|555400|
310f3251_0,|004000400040|000000000000|000000000000|400040004000|004000400040|000000000000|000000000000|400040004000|004000400040|000000000000|000000000000|400040004000| |004000400040|000200020002|000000000000|400040004000|004000400040|000200020002|000000000000|400040004000|004000400040|000200020002|000000000000|400040004000| |002000200020|000000000000|000000000000|400040004000|002000200020|000000000000|000000000000|400040004000|002000200020|000000000000|000000000000|400040004000|
3ed85e70_0,|011110000000000000000000000000|018810000000000000000000000000|018210000000001110000000000000|011100000000001110000011000000|000000000000001110000011000000|000000000000000000000000000000|000000000000000000000000004400|000000000660000000111110004400|000000000660000000188810000000|000000000000000000188810000000|000000000000000000188810000000|000006000000000000111110000000|000000000000000000000000111000|000000000000000000000000111000|000000000000000220000000111000|000000000000000220000000000000|000000000000000000000000000000|000000000000000000000000000000|000007000000000000000066000000|000000000000000000000066000000|000000000000000000000000000000|000000000000000000000000000000|333333333333333333333333333333|333883333333333333333333333333|333822333333111333333333333333|333322833333161333333314333333|333338833333111333333341333333|333333333333333333333333333333|333333333333333333333333333333|333333333333333333333333333333| |000000000000000000000000000000|008800000000077777000000000000|008200000000071117000777700000|000000000000071117000711700000|000000000000071117000711700000|000000000000077777000777711110|000000007777000000000000014410|000000007667000000777770014410|000000007667000000788870011110|000000007777000000787870000000|000077700000000000788870000000|000076700000000000777777777700|000077700000000000000007111700|000000000000007777000007111700|000000000000007227000007111700|000000000000007227000007777700|000000000000007777000000000000|000000000000000000000000000000|000007000000000000000066000000|000000000000000000000066000000|000000000000000000000000000000|000000000000000000000000000000|333333333333333333333333333333|333883333333333333333333333333|333822333333111333333333333333|333322833333161333333314333333|333338833333111333333341333333|333333333333333333333333333333|333333333333333333333333333333|333333333333333333333333333333| |000000000000000000000000000000|008800000000000000000000000000|008200000000001110000777000000|000000000000001110000011700000|000000000000001110000011700000|000000000000000000000000711110|000000000000000000000000014410|000000000660000000777770014410|000000000660000000788870011110|000000000000000000787870000000|000000700000000000788870000000|000006000000000000777770000000|000000000000000000000000111000|000000000000000000000000111000|000000000000000220000000111000|000000000000000227000000000000|000000000000007077000000000000|000000000000000000000000000000|000007000000000000000066000000|000000000000000000000066000000|000000000000000000000000000000|000000000000000000000000000000|333333333333333333333333333333|333883333333333333333333333333|333822333333111333333333333333|333322833333161333333314333333|333338833333111333333341333333|333333333333333333333333333333|333333333333333333333333333333|333333333333333333333333333333|
1a2e2828_0,|7|
3ee1011a_0,|66666|68886|68386|68886|66666| |66666|68886|68376|68886|66666| |66666|67776|67376|67876|66666|
0f63c0b9_0,|888888888888888|800000000000008|888888888888888|800000000000008|222222222222222|200000000000002|200000000000002|100000000000001|100000000000001|111111111111111|100000000000001|300000000000003|333333333333333|300000000000003|333333333333333| |888888888888888|800000000000008|888888888888888|800000000000008|222222222222222|200000000000002|200000000000002|100000000000001|100000000000001|333333333333333|300000000000003|300000000000003|333333333333333|300000000000003|333333333333333| |888888888888888|800000000000008|888888888888888|800000000000008|222222222222222|200000000000002|200000000000002|100000000000001|100000000000001|111111111111111|100000000000001|300000000000003|300000000000003|300000000000003|333333333333333|
00576224_0,|373737|787878|737373|878787|373737|787878| |737373|828282|323232|787878|737373|828282| |232323|878787|323232|787878|232323|878787|
